District,rep_party_2012,GOP2012,DEM2012,GOP_spend_dif_2012,GOP2012_percent,DEM2012_percent,GOP_margin_2012,open_seat_2012,winning_party_2012,rep_party_2014,GOP2014,DEM2014,GOP_spend_dif_2014,GOP2014_percent,DEM2014_percent,GOP_margin_2014,open_seat_2014,winning_party_2014,rep_party_2016,GOP2016,DEM2016,GOP_spend_dif_2016,GOP2016_percent,DEM2016_percent,GOP_margin_2016,open_seat_2016,winning_party_2016,rep_party_2018,GOP2018,DEM2018,GOP_spend_dif_2018,GOP2018_percent,DEM2018_percent,GOP_margin_2018,open_seat_2018,winning_party_2018,COOK_PVI,white,black,latino,asian and pacific island,native,other,bach degree or higher among 25up,whiteBA,median_income,noncollege_white,PRES_GOP_MARGIN_2016,PRES_GOP_MARGIN_2012,PRES_GOP_MARGIN_2008,CITYLAB_CDI
IL8,R,7915834.74,5747053.38,2168781.36,45.3,54.7,-9.4,,D,D,335872.88,2289837.46,-1953964.58,,55.7,-55.7,,D,Open-Used to be Dem,315378.26,2647807.35,-2332429.09,41.7,58.3,-16.6,,D,DEM,51190,1842233,-1791043,34.3,65.7,-31.4,0,D,-8,67.6,4.9,15.6,10.9,0.1,1,32.6,34.8,67745,43.9,-21.68,-16.45,-24.38,Dense suburban
IL9,D,63491.75,1338067.35,-1274575.6,33.7,66.3,-32.6,,D,D,0,1327080.7,-1327080.7,,66.1,-66.1,,D,D,252329.6,1307381.56,-1055051.96,33.5,66.5,-33,,D,DEM,74071,1411776,-1337705,15.5,84.5,-69,0,D,-18,72.1,8.6,7.4,10.3,0.1,1.5,53.2,58.2,67084,30.1,-45.24,-31.76,-38.3,Urban-suburban mix
IL10,R,9315943.98,4519814.21,4796129.77,49.4,50.6,-1.2,,D,D,10059876.17,8107087.27,1952788.9,,48.7,-48.7,,D,R,11447231.2,7456151.74,3991079.46,47.4,52.6,-5.2,,D,DEM,261689,3151863,-2890174,34.6,65.4,-30.8,0,D,-10,71.2,7.2,12.2,7.8,0.2,1.4,44.1,51.2,74971,34.7,-29.4,-16.39,-27.04,Sparse suburban
IL11,R,7282619.83,6137431.92,1145187.91,41.4,58.6,-17.2,,D,D,763134.21,1832056.24,-1068922.03,,53.5,-53.5,,D,D,752420.49,1761949.94,-1009529.45,39.6,60.4,-20.8,,D,DEM,270862,1528112,-1257250,36.4,63.6,-27.2,0,D,-9,64.4,11.9,16.1,6,0.1,1.5,36,42.5,72198,37,-23.43,-17.18,-24.08,Dense suburban
IL12,Open Post-Redistrict,5519835.06,4301137.09,1218697.97,45.3,54.7,-9.4,,D,D,5850909.8,6289887.18,-438977.38,,41.9,-41.9,,D,R,2345589.06,1251555.36,1094033.7,54.3,39.7,14.6,,R,GOP,6499332.26,6751166.37,-251834.11,54.8,45.2,9.6,0,R,5,79.8,15.8,2.2,0.8,0.2,1.1,24,25,47430,59.8,14.84,-1.61,-11.14,Rural-suburban mix
IL13,Open Post-Redistrict,5153099.66,4345993.41,807106.25,50.2,49.8,0.4,,R,R,3862521.78,2857527.07,1004994.71,,41.3,-41.3,,D,R,2444,23337.01,-20893.01,59.7,40.3,19.4,,R,GOP,5856614.31,7458425.92,-1601811.61,50.5,49.5,1,0,R,3,83.9,10.1,2.4,1.9,0.2,1.5,30.2,30.1,49758,58.6,5.46,0.31,-11.09,Rural-suburban mix
IL14,R,1355931.39,99435.78,1256495.61,58.8,41.2,17.6,,R,R,957244.67,56701.85,900542.82,,34.6,-34.6,,D,R,1303254.3,22725.36,1280528.94,59.3,40.7,18.6,,R,DEM,3321305.63,9639017.79,-6317712.16,48.1,51.9,-3.8,0,D,5,85.4,3.1,7.1,3.4,0.1,0.8,42.1,43.1,90345,48.6,3.89,10.02,-2.42,Sparse suburban
IL15,R,2390083.07,10455,2379628.07,68.6,31.4,37.2,,R,R,1816163.09,24243,1791920.09,,25.1,-25.1,,D,R,4524,0,4524,100,0,100,,R,GOP,1771221,49477,1721744,71.1,28.9,42.2,0,R,21,92.8,4.2,1.7,0.4,0.2,0.8,20.2,20.6,49927,73.6,46.2,29.88,12.63,Pure rural
IL16,R,1980897.81,31837.3,1949060.51,61.8,38.2,23.6,,R,R,1377467.14,14264.16,1363202.98,,29.4,-29.4,,D,R,1199,0,1199,100,0,100,,R,GOP,2235119.8,380048,1855071.8,59.7,40.3,19.4,0,R,8,89.1,3.5,5.2,1,0.1,0.9,22.2,22.5,57182,69,17.16,7.72,-1.89,Rural-suburban mix
IL17,R,7135365.53,6428319.79,707045.74,46.7,53.3,-6.6,,D,D,1372589.66,4569254.62,-3196664.96,,55.5,-55.5,,D,D,68,2187467.35,-2187399.35,39.7,60.3,-20.6,,D,DEM,23996,3023416,-2999420,38.2,61.8,-23.6,0,D,-3,82.6,10.1,5.2,0.8,0.2,1.1,18.7,20.5,45360,65.6,0.7,-16.95,-21.51,Rural-suburban mix
IL18,R,2182515.49,0,2182515.49,74.2,25.8,48.4,,R,R,1534293.84,27531.79,1506762.05,,25.3,-25.3,,D,R,2230376.33,61943,2168433.33,72.1,27.9,44.2,,R,GOP,1153216,48185,1105031,67.4,32.6,34.8,0,R,15,92.2,3.6,1.8,1.2,0.1,1,31.7,31,60857,63.6,27.39,23.26,10.27,Rural-suburban mix
IN1,D,75872.42,1064314.53,-988442.11,32.7,67.3,-34.6,,D,D,11942,892912.78,-880970.78,,60.8,-60.8,,D,D,0,0,0,0,81.5,-81.5,,D,DEM,0,1007130,-1007130,34.9,65.1,-30.2,0,D,-8,68.2,18.4,11.5,0.8,0.2,0.9,22.6,25.8,56370,50.5,-12.56,-23.8,-27.54,Sparse suburban
IN2,D,2522790.93,1761742.1,761048.83,50.7,49.3,1.4,,R,R,1838636.26,816818.86,1021817.4,,38.3,-38.3,,D,R,2080501.63,649084.99,1431416.64,59.3,36.9,22.4,,R,GOP,2772661.95,4105880.76,-1333218.81,54.8,45.2,9.6,0,R,11,87.3,6.2,4.2,0.8,0.3,1.1,20.8,22.1,51292,67.9,23.21,13.95,-0.24,Rural-suburban mix
IN3,R,809337.38,40023.22,769314.16,67,33,34,,R,R,1061403.86,760.54,1060643.32,,26.7,-26.7,,D,Open-Used to be GOP,1636311.82,0,1636311.82,70.1,23,47.1,,R,GOP,1104069.44,844283,259786.44,64.7,35.3,29.4,0,R,18,88.9,5.6,3,1.1,0.2,1.2,22.9,23.8,51453,67.7,34.99,26.84,13.01,Rural-suburban mix
IN4,R,942938.74,21575.87,921362.87,64.5,35.5,29,,R,R,1157768.84,40477.26,1117291.58,,33.1,-33.1,,D,R,1178655.37,0,1178655.37,64.6,30.5,34.1,,R,GOP,416268.04,129406.56,286861.48,64.3,35.7,28.6,1,R,17,91.6,3.4,2.8,1.2,0.2,0.8,26,26.6,53996,67.1,34.11,24.01,9.62,Rural-suburban mix
IN5,Open Post-Redistrict,1268118.73,399589.84,868528.89,60.8,39.2,21.6,,R,R,1018237.3,3987.43,1014249.87,,30.8,-30.8,,D,R,1233226.07,147903.43,1085322.64,61.5,34.3,27.2,,R,GOP,1846901,167925,1678976,56.8,43.2,13.6,0,R,9,86.4,8.1,2.3,2,0.1,1.1,45,45.9,67461,46.7,11.8,16.79,6.06,Sparse suburban
IN6,Open Post-Redistrict,1117874.24,73448.78,1044425.46,62.7,37.3,25.4,,R,R,869108.07,8149.37,860958.7,,29.3,-29.3,,D,R,1356932.2,7246.15,1349686.05,69.1,26.7,42.4,,R,GOP,2486578.7,57091,2429487.7,67.1,32.9,34.2,1,R,18,94.6,2.3,1.4,0.5,0.2,1.1,20.7,20.2,51033,75.4,40.34,23.16,11.36,Pure rural
IN7,D,102083.05,1027625.01,-925541.96,37.1,62.9,-25.8,,D,D,10917,782921.25,-772004.25,,54.7,-54.7,,D,D,5102,983464.71,-978362.71,35.7,60,-24.3,,D,DEM,346,919026,-918680,35.1,64.9,-29.8,0,D,-11,63.7,29.4,3.8,1.2,0.3,1.7,23.5,29.4,41429,44.9,-22.85,-27.55,-33.5,Dense suburban
IN8,R,2408357.18,1554843.97,853513.21,55.4,44.6,10.8,,R,R,820412.55,48925.51,771487.04,,35.8,-35.8,,D,R,987262.11,11249,976013.11,63.7,31.7,32,,R,GOP,1035213.53,229397,805816.53,64.4,35.6,28.8,0,R,15,92.9,3.9,1.3,0.6,0.2,1,21.3,21.5,50261,72.9,33.72,18.77,2.46,Rural-suburban mix
IN9,R,1823691.34,450665.69,1373025.65,55.4,44.6,10.8,,R,R,1406364.53,112803.19,1293561.34,,33.7,-33.7,,D,Open-Used to be GOP,5585575.05,3258589.79,2326985.26,54.1,40.5,13.6,,R,GOP,1408715.63,2725775.71,-1317060.08,59.4,40.6,18.8,0,R,13,93.4,2.6,1.7,1,0.2,1.1,26.3,26.3,55078,68.8,26.9,16.48,6.44,Rural-suburban mix
IA1,D,1637860.4,3190939.22,-1553078.82,42.2,57.8,-15.6,,D,Open-Used to be Dem,1988772.96,2794351.14,-805578.18,,48.8,-48.8,,D,R,5284715.06,5015434.95,269280.11,53.7,46.1,7.6,,R,DEM,3583503.48,7001227.25,-3417723.77,49.1,50.9,-1.8,0,D,-1,93.3,2.8,1.9,0.9,0.3,0.9,27.1,27.1,57402,68,3.55,-13.66,-18.1,Rural-suburban mix
IA2,D,1774455.31,1546502.57,227952.74,43.3,56.7,-13.4,,D,D,1905971.03,2230352.53,-324381.5,,52.5,-52.5,,D,D,208818.45,699336.2,-490517.75,46.2,53.7,-7.5,,D,DEM,741114,2333127.4,-1592013.4,45.2,54.8,-9.6,0,D,-1,91.2,3.1,3.3,1.1,0.2,1.1,28.5,28.7,52150,65,4.1,-13.04,-15.51,Rural-suburban mix
IA3,R,6424376.09,3475655.74,2948720.35,54.5,45.5,9,,R,Open-Used to be GOP,5881011.42,6526109.16,-645097.74,,42.2,-42.2,,D,R,6434286.99,5256197.69,1178089.3,53.4,39.7,13.7,,R,DEM,6970938.43,10592106.18,-3621167.75,51,49,2,0,R,1,90.5,3.3,3.3,1.7,0.2,1,33.1,34.5,62323,59.3,3.53,-4.29,-6.16,Sparse suburban
IA4,R,5600724.55,6013364.81,-412640.26,54.1,45.9,8.2,,R,R,2035626.69,2217948.19,-182321.5,,38.3,-38.3,,D,R,970859,149651.31,821207.69,61.2,38.6,22.6,,R,GOP,948541.1,3730670.77,-2782129.67,53,47,6,0,R,11,93.7,1.2,3,0.9,0.4,0.8,24.7,24.8,53335,70.5,27.33,8.17,1.71,Pure rural
KS1,R,0,0,0,100,0,100,,R,R,878253.29,170569.13,707684.16,,32,-32,,D,Open-Used to be GOP,24842,0,24842,65.9,0,65.9,,R,GOP,553198,444332.44,108865.56,68.4,31.6,36.8,0,R,24,86,3,8.1,1,0.5,1.4,23.9,26.1,48156,63.5,44.97,42.42,36.17,Pure rural
KS2,R,1492090.28,215357.3,1276732.98,59.3,40.7,18.6,,R,R,3283385.57,777140.76,2506244.81,,38.6,-38.6,,D,R,1530822.51,0,1530822.51,60.9,32.6,28.3,,R,GOP,7649385.4,9180069.45,-1530684.05,53.6,46.4,7.2,1,R,10,86.9,4.4,4.2,0.8,1.2,2.5,29.2,30.2,51778,60.6,18.4,13.15,7.55,Pure rural
KS3,R,0,0,0,100,0,100,,R,R,1971401.59,376690.32,1594711.27,,39.9,-39.9,,D,R,4886552.76,1922393.49,2964159.27,51.3,40.6,10.7,,R,DEM,6789851.3,9319773.24,-2529921.94,46.7,53.3,-6.6,0,D,4,81.4,8.5,5.5,2.6,0.3,1.6,47.4,52.3,71562,38.8,-1.22,9.53,1.13,Dense suburban
KS4,R,787675.06,57683.07,729991.99,66.3,33.7,32.6,,R,R,2673678.29,12195.76,2661482.53,,33.3,-33.3,,D,R,1461268.83,264191.25,1197077.58,60.7,29.6,31.1,,R,GOP,1524161,1461182,62979,59.8,40.2,19.6,1,R,15,81.5,6.5,6.8,2.4,0.9,1.9,29.5,32,52054,55.4,27.22,25.5,19.11,Sparse suburban
KY1,R,1466340.54,0,1466340.54,69.6,30.4,39.2,,R,R,1447565.95,0,1447565.95,,26.9,-26.9,,D,Open-Used to be GOP,1070732.08,17415.92,1053316.16,72.6,27.3,45.3,,R,GOP,627762,51130.52,576631.48,68.6,31.4,37.2,0,R,23,90.1,6.9,1.5,0.4,0.2,0.9,15.7,16.1,40253,75.6,48.49,34.3,24.73,Pure rural
KY2,R,1059866.31,0,1059866.31,67,33,34,,R,R,1292842.9,148558.3,1144284.6,,30.8,-30.8,,D,R,0,0,0,100,0,100,,R,GOP,1666509,162350,1504159,68.9,31.1,37.8,0,R,19,90.8,5.4,1.6,0.8,0.2,1.2,20.9,21.1,49960,71.6,39.93,28.13,24.3,Pure rural
KY3,D,43117,726259.26,-683142.26,35.1,64.9,-29.8,,D,D,176003.9,837904.31,-661900.41,,63.5,-63.5,,D,D,4680,768222.18,-763542.18,36.5,63.5,-27,,D,DEM,709612,1133574,-423962,37.9,62.1,-24.2,0,D,-6,74.6,20,2.3,1.4,0.1,1.5,30.9,34.6,51070,48.8,-14.95,-12.93,-13.41,Dense suburban
KY4,Open Post-Redistrict,971270.38,157883.54,813386.84,64,36,28,,R,R,558876.23,0,558876.23,,32.3,-32.3,,D,R,430426.25,0,430426.25,71.3,28.7,42.6,,R,GOP,362201,38261,323940,65.4,34.6,30.8,0,R,18,93.4,3.3,1.5,0.6,0.1,1,28.3,28.3,60912,67,35.91,28.55,24.48,Rural-suburban mix
KY5,R,1322648.03,1973.27,1320674.76,77.9,22.1,55.8,,R,R,1125831.74,6293,1119538.74,,21.7,-21.7,,D,R,0,0,0,100,0,100,,R,GOP,918542,1709,916833,78.9,21.1,57.8,0,R,31,96.7,1.5,0.7,0.2,0.2,0.6,12.4,12.5,30585,84.6,62.12,51.77,35.05,Pure rural
KY6,D,3896232.11,3077802.02,818430.09,52,48,4,,R,R,2375357.11,926166.39,1449190.72,,40,-40,,D,R,2604534.66,458230.24,2146304.42,61.1,38.9,22.2,,R,GOP,9317178.21,11425380.27,-2108202.06,52.2,47.8,4.4,0,R,9,87.6,8.5,1.6,0.9,0.2,1.3,31.7,33.1,50659,58.6,15.28,13.63,8.87,Rural-suburban mix
LA1,R,NA,NA,NA,78,22,56,,R,R,NA,NA,NA,,18.9,-18.9,,D,R,NA,NA,NA,74.6,19.5,55.1,,R,GOP,NA,NA,NA,83.6,16.4,67.2,0,R,24,78.1,12.6,5.4,1.6,1.1,1.2,30.3,33.4,56938,51.9,42,43.99,47.34,Rural-suburban mix
LA2,D,NA,NA,NA,17.9,82.1,-64.2,,D,D,NA,NA,NA,,85.8,-85.8,,D,D,NA,NA,NA,0,100,-100,,D,DEM,NA,NA,NA,19.4,80.6,-61.2,0,D,-25,31.7,61.5,3.7,2,0.2,1,23.4,36.4,36798,20.1,-52.37,-53.03,-47.91,Dense suburban
LA3,R,NA,NA,NA,78.2,21.8,56.4,,R,R,NA,NA,NA,,0,0,,D,Open-Used to be GOP,NA,NA,NA,80.7,17.5,63.2,,R,GOP,NA,NA,NA,82.2,17.8,64.4,0,R,20,72.1,23.6,2,0.9,0.4,1.1,21,24,44668,54.7,38.12,33.84,30.19,Rural-suburban mix
LA4,R,NA,NA,NA,100,0,100,,R,R,NA,NA,NA,,0,0,,D,Open-Used to be GOP,NA,NA,NA,69.8,28.2,41.6,,R,GOP,NA,NA,NA,66.4,33.6,32.8,0,R,13,61.9,33.1,2.4,0.8,0.8,1,19.9,22.9,39748,47.7,23.98,19.37,18.92,Pure rural
LA5,R,NA,NA,NA,100,0,100,,R,Open-Used to be GOP,NA,NA,NA,,35.8,-35.8,,D,R,NA,NA,NA,100,0,100,,R,GOP,NA,NA,NA,70,30,40,0,R,15,63.1,34,1.3,0.4,0.4,0.7,16.8,19.7,36718,50.7,29.37,23.35,25.3,Pure rural
LA6,R,NA,NA,NA,100,0,100,,R,Open-Used to be GOP,NA,NA,NA,,37.6,-37.6,,D,R,NA,NA,NA,72.8,23.9,48.9,,R,GOP,NA,NA,NA,79.5,20.5,59,0,R,19,72,22.6,2.5,1.5,0.4,1.1,27.9,30.8,59270,49.8,33.8,34.19,36.59,Rural-suburban mix
ME1,D,129711.36,881241.8,-751530.44,35.2,64.8,-29.6,,D,D,20787.57,381502.1,-360714.53,,60.4,-60.4,,D,D,103062.33,296533.89,-193471.56,41.9,58,-16.1,,D,DEM,95605.81,1129186,-1033580.19,41.2,58.8,-17.6,0,D,-8,95.4,0.9,1.2,1,0.3,1.2,36.9,37.3,61173,59.8,-14.83,-21.39,-23.2,Rural-suburban mix
ME2,D,693581.12,1200174.95,-506593.83,41.8,58.2,-16.4,,D,Open-Used to be Dem,3034738.21,3400504.56,-365766.35,,41.8,-41.8,,D,R,7794343.99,8910344.16,-1116000.17,54.8,45.2,9.6,,R,DEM,9049693.98,13965619.05,-4915925.07,54.5,45.5,9,0,R,2,96,0.4,1,0.4,0.8,1.4,23,23.1,46638,73.8,10.28,-8.59,-11.21,Pure rural
MD1,R,1465841.54,211338.47,1254503.07,69.8,30.2,39.6,,R,R,1169105.97,573289.15,595816.82,,29.5,-29.5,,D,R,819587.77,0,819587.77,67,28.6,38.4,,R,GOP,1804908,1783190.81,21717.19,62.4,37.6,24.8,0,R,14,84,11.2,1.9,1.5,0.2,1.1,30.6,32.2,69254,56.9,28.57,22.67,21.2,Rural-suburban mix
MD2,D,253265.01,1098547.97,-845282.96,32.2,67.8,-35.6,,D,D,923,893338.66,-892415.66,,61.3,-61.3,,D,D,225859.64,1150355.61,-924495.97,33.1,62.1,-29,,D,DEM,36305,933475,-897170,34.2,65.8,-31.6,0,D,-11,59.1,31.9,3.3,3.7,0.3,1.7,33.4,33.4,69128,39.3,-24.38,-28.07,-23.08,Dense suburban
MD3,D,30271.32,640835.69,-610564.37,30.7,69.3,-38.6,,D,D,3715,756851.31,-753136.31,,59.5,-59.5,,D,D,570012.2,760921.65,-190909.45,33.9,63.2,-29.3,,D,DEM,0,703727,-703727,31.4,68.6,-37.2,0,D,-13,67.6,20.3,4.5,5.5,0.2,1.9,47.2,51.7,83620,32.6,-30.51,-23.6,-22.12,Dense suburban
MD4,D,76922.37,779458.79,-702536.42,21.2,78.8,-57.6,,D,D,39688.08,567094.49,-527406.41,,70.2,-70.2,,D,Open-Used to be Dem,0,1478598.99,-1478598.99,21.4,74.1,-52.7,,D,DEM,0,486215,-486215,22.1,77.9,-55.8,0,D,-28,31.7,58.1,5.6,2.7,0.2,1.7,34,50.2,79350,15.8,-57.48,-57.3,-55.49,Dense suburban
MD5,D,171648.43,3838032.94,-3666384.51,28.5,71.5,-43,,D,D,26577.35,3843175.61,-3816598.26,,64,-64,,D,D,53054.16,3846648.1,-3793593.94,29.4,67.4,-38,,D,DEM,0,3978120,-3978120,29.8,70.2,-40.4,0,D,-16,51.6,38.5,4.1,3.2,0.3,2.3,33.7,34.5,95442,33.7,-31.98,-33.73,-31.48,Sparse suburban
MD6,R,1424789.67,4659925.07,-3235135.4,39.2,60.8,-21.6,,D,D,1465984.14,2586096.73,-1120112.59,,49.7,-49.7,,D,D,2709636.69,1959667.49,749969.2,40.1,56,-15.9,,D,DEM,2131817.96,18027862,-15896044.04,42.3,57.7,-15.4,1,D,-6,70.1,12.4,7,8.7,0.2,1.8,41.5,40.8,75774,41.4,-15.01,-12.34,-14.28,Sparse suburban
MD7,D,14790.58,842134.99,-827344.41,21.4,78.6,-57.2,,D,D,0,787933.38,-787933.38,,69.9,-69.9,,D,D,3520,1027266.01,-1023746.01,21.8,74.9,-53.1,,D,DEM,13385,1086386,-1073001,23.9,76.1,-52.2,0,D,-26,36.9,54.5,2.3,4.6,0.3,1.5,37.8,58.7,61392,15.2,-55.56,-53.86,-53.8,Urban-suburban mix
MD8,D,213678.64,1545663.56,-1331984.92,34.2,65.8,-31.6,,D,D,15818,1412129.3,-1396311.3,,60.7,-60.7,,D,Open-Used to be Dem,65805.88,2219170.34,-2153364.46,34.2,60.6,-26.4,,D,DEM,0,840504,-840504,33.1,66.9,-33.8,0,D,-14,70.9,11,8,8.2,0.2,1.8,55.6,61.6,98991,27.2,-34.42,-25.95,-27.25,Dense suburban
MA1,D,0,0,0,0,100,-100,,D,D,0,0,0,,98,-98,,D,D,0,0,0,0,73.3,-73.3,,D,DEM,0,3122784,-3122784,0,100,-100,0,D,-12,79,5,13.5,1.3,0.1,1,29.7,33.4,55716,52.5,-20.65,-29.69,-30.41,Sparse suburban
MA2,D,0,0,0,0,100,-100,,D,D,0,0,0,,98.2,-98.2,,D,D,0,0,0,0,98.2,-98.2,,D,DEM,35318,1250569,-1215251,32.8,67.2,-34.4,0,D,-9,85.2,3.3,7,3.3,0.2,1.1,38.4,39.4,64868,51.5,-19.37,-19.52,-22.91,Rural-suburban mix
MA3,D,261842.62,1477655.22,-1215812.6,34,66,-32,,D,D,30431.21,958139.92,-927708.71,,63,-63,,D,D,42809.87,1146668.15,-1103858.28,31.2,68.7,-37.5,,D,DEM,921412,2339423,-1418011,38,62,-24,1,D,-9,77.6,2.3,13.3,5.7,0.1,1,37.4,41.4,77995,45.3,-22.84,-15.5,-19.45,Sparse suburban
MA4,Open Post-Redistrict,1068677.77,3869295.43,-2800617.66,37,63,-26,,D,D,0,0,0,,97.9,-97.9,,D,D,18632.67,1797668.25,-1779035.58,29.8,70.1,-40.3,,D,DEM,0,2808616,-2808616,0,100,-100,0,D,-9,89.2,2.5,3.3,3.9,0,1.1,51,50.3,98530,44.2,-24.17,-15.95,-22.55,Sparse suburban
MA5,D,15628,1110491.92,-1094863.92,24.4,75.6,-51.2,,D,D,0,0,0,,98.3,-98.3,,D,D,0,0,0,0,98.6,-98.6,,D,DEM,0,1057091,-1057091,24.2,75.8,-51.6,0,D,-18,82,3.7,5.8,7,0.1,1.4,57.4,59.6,92268,33,-43.64,-32.06,-34.1,Urban-suburban mix
MA6,D,6113791.28,3959902.87,2153888.41,49.4,50.6,-1.2,,D,Open-Used to be Dem,4337141.76,4137006.26,200135.5,,55,-55,,D,D,0,0,0,0,98.4,-98.4,,D,DEM,250683,2514096,-2263413,34.8,65.2,-30.4,0,D,-6,89,2.3,5,2.8,0.1,0.9,44,46.2,84913,47.8,-17.86,-10.86,-15.51,Sparse suburban
MA7,D,0,0,0,0,100,-100,,D,D,0,0,0,,98.3,-98.3,,D,D,0,0,0,0,98.6,-98.6,,D,DEM,0,1302417,-1302417,0,100,-100,1,D,-34,53.1,23,14,7.7,0.2,2,42.9,64.5,60873,18.7,-72.21,-66.81,-65.21,Pure urban
MA8,D,36558,642217.09,-605659.09,23.8,76.2,-52.4,,D,D,0,0,0,,98.7,-98.7,,D,D,48129.1,528715.64,-480586.54,27.5,72.4,-44.9,,D,DEM,0,484718,-484718,0,100,-100,0,D,-10,81.4,7.6,4.2,5.5,0.1,1.2,46.8,50.3,82333,40.2,-26.05,-16.94,-17.31,Dense suburban
MA9,D,71587.19,816180.03,-744592.84,35.4,64.6,-29.2,,D,D,1073019.44,1387454.22,-314434.78,,54.9,-54.9,,D,D,261805.18,444154.18,-182349,33.6,55.7,-22.1,,D,DEM,835593,544172,291421,40.7,59.3,-18.6,0,D,-4,91.9,2.3,3.3,1,0.2,1.3,35.9,37.5,68173,56.7,-10.72,-12.4,-17.16,Sparse suburban
MI1,R,4861943.55,5146230.75,-284287.2,50.3,49.7,0.6,,R,R,3184767.68,1619043.43,1565724.25,,45.3,-45.3,,D,Open-Used to be GOP,3711999.77,4350286.93,-638287.16,54.9,40.1,14.8,,R,GOP,1438080,1439948,-1868,56.3,43.7,12.6,1,R,9,92.9,1.8,1.2,0.4,2.1,1.6,24.6,25.2,46927,69.5,21.31,8.26,-1.29,Pure rural
MI2,R,979515.82,0,979515.82,64.1,35.9,28.2,,R,R,1105248.33,53344.98,1051903.35,,33.3,-33.3,,D,R,1309020.13,16088.15,1292931.98,62.6,32.5,30.1,,R,GOP,2113322.15,1243880,869442.15,57,43,14,0,R,9,85.5,5.8,5.3,1.5,0.4,1.6,23.8,25.7,52919,63.4,17.53,12.93,2.31,Rural-suburban mix
MI3,R,1425004.96,2096680.33,-671675.37,54.4,45.6,8.8,,R,R,1573139.68,317779.06,1255360.62,,39,-39,,D,R,799297.29,26310.9,772986.39,59.5,37.5,22,,R,DEM,723293,152092,571201,57.5,42.5,15,0,R,6,85.5,7.9,3.7,1,0.4,1.5,31.4,33.6,57926,56.7,9.45,7.38,-1.06,Rural-suburban mix
MI4,R,3342385.53,37732,3304653.53,65.3,34.7,30.6,,R,Open-Used to be GOP,1128662.1,133963.28,994698.82,,39.1,-39.1,,D,R,1045552.12,0,1045552.12,61.6,32.1,29.5,,R,GOP,1057572.45,0,1057572.45,62.6,37.4,25.2,0,R,10,93.5,1.9,2.3,0.5,0.6,1.2,21.9,21.7,48434,73.2,24.82,8.02,-1.05,Pure rural
MI5,D,56949.91,579338.7,-522388.79,32.6,67.4,-34.8,,D,D,0,938757.28,-938757.28,,66.7,-66.7,,D,D,0,706564.67,-706564.67,35.1,61.2,-26.1,,D,DEM,0,1006081,-1006081,40.5,59.5,-19,1,D,-5,77.4,16.3,3.8,0.6,0.3,1.6,19,20.4,42800,61.6,-4.27,-22.39,-27.68,Sparse suburban
MI6,R,4727750.57,292682.55,4435068.02,56.2,43.8,12.4,,R,R,4572936.73,2903718.74,1669217.99,,40.4,-40.4,,D,R,2647150.56,1163040.41,1484110.15,58.6,36.4,22.2,,R,GOP,4898885.01,3588790.79,1310094.22,54.3,45.7,8.6,0,R,4,86,7.5,3.4,1,0.3,1.8,28,29.2,51477,60.8,8.44,1.34,-7.92,Rural-suburban mix
MI7,R,1311630.62,113101.47,1198529.15,55.4,44.6,10.8,,R,R,1801100.9,1375615.15,425485.75,,41.2,-41.2,,D,R,315584,3137895.96,-2822311.96,55.1,40,15.1,,R,GOP,2190980.1,2718107.06,-527126.96,53.8,46.2,7.6,0,R,7,90.7,4.1,3.1,0.6,0.4,1.1,24.6,24.8,56427,68.1,17.07,3.09,-3.4,Pure rural
MI8,R,1726143.81,59209.62,1666934.19,61.1,38.9,22.2,,R,Open-Used to be GOP,1024847.14,503648.41,521198.73,,42.1,-42.1,,D,R,2335472.85,1571538.51,763934.34,56,39.2,16.8,,R,DEM,10451278.96,17603516.14,-7152237.18,49.4,50.6,-1.2,0,D,4,87.2,5.2,3.6,2.1,0.2,1.6,40.6,40,66495,52.3,6.79,3.17,-5.65,Sparse suburban
MI9,D,55557.61,1672122.19,-1616564.58,35.5,64.5,-29,,D,D,42049.82,1491686.94,-1449637.12,,60.4,-60.4,,D,D,0,1279793.74,-1279793.74,37.4,57.9,-20.5,,D,DEM,142010,1363276,-1221266,40.4,59.6,-19.2,1,D,-4,82.1,11.5,1.8,2.8,0.3,1.5,30.3,30.4,56582,57.1,-7.73,-15.31,-18.02,Dense suburban
MI10,R,801503.32,0,801503.32,69.8,30.2,39.6,,R,R,795742.33,0,795742.33,,29.4,-29.4,,D,Open-Used to be GOP,3970681.06,48426.12,3922254.94,63.1,32.3,30.8,,R,GOP,691202.18,47670,643532.18,65,35,30,0,R,13,92.5,2.9,2.1,1.2,0.2,1.1,23,22.9,60934,71.3,32.17,11.56,2.03,Rural-suburban mix
MI11,Open Post-Redistrict,711833.98,1008538.23,-296704.25,53.4,46.6,6.8,,R,Open-Used to be GOP,4958199.59,815445.33,4142754.26,,40.5,-40.5,,D,R,1376818.13,1169613.05,207205.08,52.9,40.2,12.7,,R,DEM,4107409.19,10922247.44,-6814838.25,48.2,51.8,-3.6,1,D,4,85.6,5.4,2.2,5.3,0.2,1.3,46.6,44.3,79805,47.6,4.37,5.39,-1.87,Sparse suburban
